timestamp,zone_id,soil_moisture_pct,tank_level_liters,pump_flow_lpm,pump_power_watts,sensor_status,date,rainfall_mm,temperature_c,humidity_pct,wind_speed_mps,solar_index,crop_type,area_m2,min_moisture_pct,target_moisture_pct,field_capacity_pct,drainage_coefficient
2026-03-21 12:00:00,Zone_C,21.2,3770,25.4,468,OK,2026-03-20,8.1,25.1,60.0,1.91,0.78,maize,180,20,31,40,0.22
2026-03-22 12:00:00,Zone_A,24.8,3863,15.9,434,OK,2026-03-21,0.7,24.6,63.8,1.14,0.79,tomato,120,22,33,41,0.18
2026-03-22 12:00:00,Zone_B,24.3,3836,21.1,481,OK,2026-03-21,0.7,24.6,63.8,1.14,0.79,kale,90,24,35,43,0.15
2026-03-22 12:00:00,Zone_C,21.4,3686,26.4,487,OK,2026-03-21,0.7,24.6,63.8,1.14,0.79,maize,180,20,31,40,0.22
2026-03-23 12:00:00,Zone_A,24.5,3906,19.6,426,OK,2026-03-22,6.8,23.7,68.1,2.39,0.65,tomato,120,22,33,41,0.18
2026-03-23 12:00:00,Zone_B,26.4,3824,20.7,490,OK,2026-03-22,6.8,23.7,68.1,2.39,0.65,kale,90,24,35,43,0.15
2026-03-23 12:00:00,Zone_C,22.6,3708,25.3,496,OK,2026-03-22,6.8,23.7,68.1,2.39,0.65,maize,180,20,31,40,0.22
2026-03-24 12:00:00,Zone_A,25.6,3765,18.3,419,OK,2026-03-23,1.9,21.4,68.6,1.36,0.62,tomato,120,22,33,41,0.18
2026-03-24 12:00:00,Zone_B,25.8,3794,21.9,458,OK,2026-03-23,1.9,21.4,68.6,1.36,0.62,kale,90,24,35,43,0.15
2026-03-24 12:00:00,Zone_C,21.0,3699,25.1,467,OK,2026-03-23,1.9,21.4,68.6,1.36,0.62,maize,180,20,31,40,0.22
2026-03-25 12:00:00,Zone_A,25.0,3812,19.4,408,OK,2026-03-24,1.9,22.0,69.2,1.33,0.53,tomato,120,22,33,41,0.18
2026-03-25 12:00:00,Zone_C,21.6,3545,24.6,482,OK,2026-03-24,1.9,22.0,69.2,1.33,0.53,maize,180,20,31,40,0.22
2026-03-26 12:00:00,Zone_A,34.1,4146,18.4,432,OK,2026-03-24,1.9,22.0,69.2,1.33,0.53,tomato,120,22,33,41,0.18
2026-03-26 12:00:00,Zone_B,32.6,4137,21.2,500,OK,2026-03-25,85.0,22.5,70.5,1.65,0.58,kale,90,24,35,43,0.15
2026-03-26 12:00:00,Zone_C,27.9,3944,25.0,508,OK,2026-03-25,85.0,22.5,70.5,1.65,0.58,maize,180,20,31,40,0.22
2026-03-27 12:00:00,Zone_A,25.1,3690,17.6,432,OK,2026-03-25,85.0,22.5,70.5,1.65,0.58,tomato,120,22,33,41,0.18
2026-03-27 12:00:00,Zone_B,27.1,3641,18.8,454,OK,2026-03-26,3.2,23.1,74.6,2.72,0.59,kale,90,24,35,43,0.15
2026-03-27 12:00:00,Zone_C,19.6,3511,25.8,514,OK,2026-03-26,3.2,23.1,74.6,2.72,0.59,maize,180,20,31,40,0.22
2026-03-28 12:00:00,Zone_A,22.6,3697,17.0,411,OK,2026-03-26,3.2,23.1,74.6,2.72,0.59,tomato,120,22,33,41,0.18
2026-03-28 12:00:00,Zone_B,23.7,3627,22.9,477,OK,2026-03-27,0.0,22.4,64.1,2.38,0.77,kale,90,24,35,43,0.15
2026-03-28 12:00:00,Zone_C,18.6,3481,26.2,502,OK,2026-03-27,0.0,22.4,64.1,2.38,0.77,maize,180,20,31,40,0.22
2026-03-29 12:00:00,Zone_A,23.3,3534,17.7,415,OK,2026-03-27,0.0,22.4,64.1,2.38,0.77,tomato,120,22,33,41,0.18
2026-03-29 12:00:00,Zone_B,26.2,3565,24.6,441,OK,2026-03-28,0.0,24.8,64.3,2.48,0.75,kale,90,24,35,43,0.15
2026-03-29 12:00:00,Zone_C,18.9,3369,24.9,489,OK,2026-03-28,0.0,24.8,64.3,2.48,0.75,maize,180,20,31,40,0.22
2026-03-30 12:00:00,Zone_A,24.2,3512,20.4,415,OK,2026-03-28,0.0,24.8,64.3,2.48,0.75,tomato,120,22,33,41,0.18
2026-03-30 12:00:00,Zone_B,23.8,3415,20.8,461,OK,2026-03-29,0.9,25.1,65.3,1.55,0.79,kale,90,24,35,43,0.15
2026-03-30 12:00:00,Zone_C,19.9,3442,27.2,502,OK,2026-03-29,0.9,25.1,65.3,1.55,0.79,maize,180,20,31,40,0.22
